varietal,title,excerpt,points,price,location,region
Cabernet Sauvignon,Hogue 2010 Reserve Cabernet Sauvignon (Columbia Valley (WA)),"Medium-bodied and lightly peppery, this wine brings cassis fruit and tongue-scraping acidity ...",87,30,Columbia Valley,United States
Cabernet Sauvignon,Kuleto Estate 2009 Villa Vista Cabernet Sauvignon (Napa Valley),"This 100% Cab is a big, rich wine, and while its power ...",87,80,Napa,United States
Cabernet Sauvignon,Swiftwater Cellars 2010 Zephyr Ridge Estate Bottled Cabernet Sauvignon (Horse Heaven Hills),"Though aged in just 40% new French oak, the barrel notes of ...",87,35,Columbia Valley,United States
Cabernet Sauvignon,Greg Norman California Estates 2011 Cabernet Sauvignon (Paso Robles),"Soft, sweet and robust, with upfront cherry pie, red currant and plum ...",87,15,Central Coast,United States
Cabernet Sauvignon,Howell Mountain Vineyards 2010 Cabernet Sauvignon (Howell Mountain),"Soft and sweet for a Howell Mountain Cabernet, with one-dimensional red currant, ...",86,75,Napa,United States
Cabernet Sauvignon,Stags' Leap Winery 2010 Cabernet Sauvignon (Napa Valley),"A tough, dry, tannic wine, with a gritty mouthfeel. The flavors are ...",86,52,Napa,United States
Cabernet Sauvignon,Alias 2012 Cabernet Sauvignon (California),"Made from 100% Cabernet, this is a great house wine for the ...",86,9,California,United States
Cabernet Sauvignon,Sebastiani 2010 Cabernet Sauvignon (Alexander Valley),"With juicy blackberry and cherry fruit flavors, accented by an herbal touch ...",86,40,Sonoma,United States
Cabernet Sauvignon,Hanna 2010 Cabernet Sauvignon (Alexander Valley),"Dry and tannic, this wine still has a velvety mouthfeel where the ...",86,37,Sonoma,United States
Cabernet Sauvignon,Mercer 2009 Cabernet Sauvignon (Columbia Valley (WA)),"Just 75% Cabernet, the rest a mix of Merlot, Syrah and Petit ...",85,24,Columbia Valley,United States
Cabernet Sauvignon,For a Song 2010 Cabernet Sauvignon (Columbia Valley (WA)),"Pure Cabernet is on display here, offering modestly interesting flavors for the ...",85,15,Columbia Valley,United States
Cabernet Sauvignon,Lost Angel 2011 Cabernet Sauvignon (California),To call this wine easy for the price is no insult. For ...,85,10,California,United States
Cabernet Sauvignon,Lagarde 2011 Cabernet Sauvignon (Mendoza),"Piercing, jabbing aromas of wood and berry fruits lead to a juicy, ...",85,18,Mendoza Province,Argentina
Cabernet Sauvignon,Montoya 2010 Cabernet Sauvignon (Napa Valley),"The texture on this Cabernet is a little tough and tart, although ...",84,18,Napa,United States
Cabernet Sauvignon,Alamos 2011 Cabernet Sauvignon (Mendoza),"Leathery, horsey aromas suggest rubber and berry scents. This feels alive and ...",84,13,Mendoza Province,Argentina
Cabernet Sauvignon,Alpataco 2011 Cabernet Sauvignon (Patagonia),"Simple berry aromas are generic. This is dark on the palate, with ...",84,13,Other,Other
Cabernet Sauvignon,Santa Julia 2011 Reserva Etiqueta Blanca Cabernet Sauvignon (Mendoza),"This dark-purple Cab is full of berry, horse hide and cola aromas. ...",84,13,Mendoza Province,Argentina
Cabernet Sauvignon,Castle Rock 2011 Reserve Cabernet Sauvignon (Napa Valley),"A slight Cabernet, thin and simple, with black cherry, herb and oak ...",83,18,Napa,United States
Cabernet Sauvignon,Casa de Campo 2011 Cabernet Sauvignon (Mendoza),Briny raspberry aromas are a bit murky. This smacks down hard with ...,82,8,Mendoza Province,Argentina
Cabernet Sauvignon,EOS 2010 Cabernet Sauvignon (Central Coast),"Light in body, with prickly acidity highlighting thin berry and oak flavors.",82,20,Central Coast,United States
Chardonnay,Eleven Eleven 2013 Dutton Ranch Chardonnay (Russian River Valley),"Lemon meringue and custard provide decadence to this vineyard-designated wine, the site ...",93,48,Sonoma,United States
Chardonnay,Anaba 2013 Denmark Vineyard Chardonnay (Sonoma Coast),Components of salty toffee and honey provide a luxurious texture to this ...,93,32,Sonoma,United States
Chardonnay,Arista 2013 Ritchie Vineyard Chardonnay (Russian River Valley),"An opulent nose surges from the bottle in this lush, exuberant wine ...",93,60,Sonoma,United States
Chardonnay,Greywacke 2013 Chardonnay (Marlborough),"This is a fairly big, weighty Chardonnay, but one whose alcohol levels ...",92,40,New Zealand,New Zealand
Chardonnay,Cypress 2013 Terraces Chardonnay (Hawke's Bay),"This is a smashing American debut for this wine, which comes from ...",92,35,New Zealand,New Zealand
Chardonnay,Ebner-Ebenauer 2013 Black Edition Chardonnay (Weinviertel),Very slight notions of honeycomb hover over the nose before giving over ...,92,60,Austria,Austria
Chardonnay,Arista 2013 Chardonnay (Russian River Valley),"A lighthearted, refined and distinctive wine made from vineyards including Ritchie and ...",92,46,Sonoma,United States
Chardonnay,Foley 2013 Barrel Select Chardonnay (Sta. Rita Hills),"Soft notes of lime, yellow pear and slightly browned butter show on ...",92,50,Central Coast,United States
Chardonnay,Miner 2012 Hyde Vineyard Chardonnay (Napa Valley),"From the mighty Hyde in Carneros, this medium-bodied white blossoms with tropical ...",92,50,Napa,United States
Chardonnay,Lusso Della Terra 2014 Clone 809 Chardonnay (Sonoma Coast),This tiny-production wine shows an attention to detail in the vineyard and ...,92,24,Sonoma,United States
Chardonnay,Ruby Hill Winery 2013 Reserve Collection Chardonnay (Livermore Valley),An unusually vivid gold color is the first indication that this medium-bodied ...,92,25,Central Coast,United States
Chardonnay,Papapietro Perry 2013 Peters Vineyard Chardonnay (Russian River Valley),"Succulent in white peach, pear and apple, this is a nicely balanced, ...",92,49,Sonoma,United States
Chardonnay,Sinclair Estate Vineyards 2013 Chardonnay (Columbia Valley (WA)),"The aromas of lees, citrus, almond, melon, apple, spice and butter draw ...",91,28,Columbia Valley,United States
Chardonnay,Anaba 2013 Dutton Ranch Chardonnay (Russian River Valley),This wine hails from two fine vineyard sources belonging to the Dutton ...,91,36,Sonoma,United States
Chardonnay,Kumeu River 2013 Hunting Hill Chardonnay (Kumeu),"Like the other 2013 Chardonnays from Kumeu River, this boasts crisp acids. ...",91,49,New Zealand,New Zealand
Chardonnay,Ram's Gate 2013 Chardonnay (Carneros),"Made in a heady, voluptuous style, this wine conveys quality from the ...",91,36,Napa-Sonoma,United States
Chardonnay,Della 2013 Chardonnay (Sonoma Coast),"A big, burly, hedonistic wine, this offers layers of pronounced baked apple, ...",91,60,Sonoma,United States
Chardonnay,FEL 2013 Savoy Vineyard Chardonnay (Anderson Valley),A tasty blend of ripe fruit and baking spice aromas and flavors ...,91,48,Mendocino/Lake Counties,United States
Chardonnay,FEL 2013 Chardonnay (Anderson Valley),"For a change of pace, this almost electric wine instantly energizes the ...",91,28,Mendocino/Lake Counties,United States
Chardonnay,Lusso Della Terra 2013 Reserve Chardonnay (Alexander Valley),This wine is lean on the nose and perfumed in honeysuckle and ...,91,35,Sonoma,United States
Chardonnay,Balletto 2012 Sexton Hill Vineyard Estate Grown Estate Bottled Chardonnay (Russian River Valley),"A wine given ample time in bottle, this exhibits a fair amount ...",91,38,Sonoma,United States
Chardonnay,Starmont 2013 Chardonnay (Carneros),"Light-bodied and modestly priced, this is a wine for a wide circle ...",90,22,Napa-Sonoma,United States
Chardonnay,Duckhorn 2013 Chardonnay (Napa Valley),"From a selection of vineyards across the Napa Valley, including Brown Ranch ...",90,35,Napa,United States
Chardonnay,Rodney Strong 2013 Reserve Chardonnay (Russian River Valley),"Rich in sweet oak and almond paste, this is a concentrated, fulsome ...",90,35,Sonoma,United States
Chardonnay,Spring Mountain Vineyard 2013 Estate Bottled Chardonnay (Napa Valley),"With delicate aromas of orange blossom and lime, this wine takes on ...",90,50,Napa,United States
Chardonnay,Balletto 2013 Cider Ridge Vineyard Chardonnay (Russian River Valley),"This is a lovely, lighthearted vineyard-designated wine. Soft, layered and decadent on ...",90,38,Sonoma,United States
Chardonnay,L'Ecole No. 41 2014 Chardonnay (Columbia Valley (WA)),"This wine is a blend of Evergreen, Schmitt and Oasis vineyards. It ...",90,25,Columbia Valley,United States
Chardonnay,Stolo 2013 Estate Chardonnay (San Luis Obispo County),"Salted nuts, dried white flowers, orange rinds, a touch of smoke and ...",90,25,Central Coast,United States
Chardonnay,Dog Point 2013 Chardonnay (Marlborough),"This starts off a bit funky, with struck match aromas partially obscuring ...",90,38,New Zealand,New Zealand
Chardonnay,Benaddiction 2014 Unoaked Chardonnay (New York),"Ebulliently fresh and fruity, this unoaked Chardonnay highlights flavors of freshly pressed ...",89,15,New York,United States
Chardonnay,Milbrandt 2014 The Estates Evergreen Vineyard Chardonnay (Ancient Lakes),"This vineyard has already established itself as a premier Riesling site, but ...",89,22,Columbia Valley,United States
Chardonnay,Chateau Lafayette Reneau 2013 Barrel Fermented Chardonnay (Finger Lakes),"Chardonnay lovers with a penchant towards rich, buttery wines spiced with cinnamon ...",89,17,Finger Lakes,United States
Chardonnay,Hannes Reeh 2014 Rohstoff Chardonnay (Burgenland),There is a high-toned aspect to the otherwise neutral nose that just ...,89,21,Austria,Austria
Chardonnay,Sanford 2013 Chardonnay (Sta. Rita Hills),"Very light in color in the glass, this appellation blend shows cut ...",89,45,Central Coast,United States
Chardonnay,Surf Swim 2013 Chardonnay (California),"Tasty touches of toasted oak, butter and almonds in the aroma and ...",89,10,California,United States
Chardonnay,Hosmer 2014 Chardonnay (Cayuga Lake),"Fragrant tones of melon, mango and blossom introduce this lush, richly textured ...",89,14,Finger Lakes,United States
Chardonnay,Eberle 2014 Eberle Estate VIneyard Chardonnay (Paso Robles),Cut lime and nectarine flesh meet with orange oil on a lean ...,88,22,Central Coast,United States
Chardonnay,Barnard Griffin 2014 Chardonnay (Columbia Valley (WA)),Aromas of tangerine and melon are light but display nuance. It tingles ...,88,11,Columbia Valley,United States
Chardonnay,Balletto 2013 Chardonnay (Russian River Valley),"A blend of three vineyards, all estate, this is a sublime, viscous ...",88,28,Sonoma,United States
Chardonnay,Barra of Mendocino 2014 Estate Grown Chardonnay (Mendocino),"Vanilla, pear and cream aromas, gentle pear and pastry flavors, and a ...",88,18,Mendocino/Lake Counties,United States
Chardonnay,Girasole 2014 Estate Grown Chardonnay (Mendocino),"With an aroma like buttered toast and mouth-filling flavors like pear juice, ...",88,13,Mendocino/Lake Counties,United States
Chardonnay,Goldschmidt 2014 Singing Tree Chardonnay (Russian River Valley),"Ripe in tropical fervor, this is a dry, rich white with well-integrated ...",88,17,Sonoma,United States
Chardonnay,Mercer 2014 Reserve Zephyr Ridge Vineyard Chardonnay (Horse Heaven Hills),"Tropical and stone-fruit aromas mix with notes of vanilla, cinnamon and other ...",88,30,Columbia Valley,United States
Chardonnay,Davis Family 2014 Chardonnay (Russian River Valley),"Golden Delicious apple is the star in this wine, accented with a ...",88,36,Sonoma,United States
Chardonnay,Sheldrake Point 2014 Estate Bottled Chardonnay (Finger Lakes),"Exuberant aromas of fresh pineapple, mango and guava introduce this intensely fruity, ...",88,14,Finger Lakes,United States
Chardonnay,Belden Barns 2013 Estate Grown Chardonnay (Sonoma Mountain),Movie popcorn is the first thing suggested by the nose of this ...,88,36,Sonoma,United States
Chardonnay,C'est Bon 2013 Reserve Selection Chardonnay (Oakville),"Waxy apple and lemon pith open this wine, followed by crisp, candied ...",88,35,Napa,United States
Chardonnay,Domaine Anderson 2013 Walraven Vineyard Chardonnay (Anderson Valley),"Pure butterscotch aromas seem to leap from the glass, yet the flavors ...",88,55,Mendocino/Lake Counties,United States
Chardonnay,Foley 2013 JA Ranch Chardonnay (Sta. Rita Hills),Aromas of browned apples and vanilla bean contrast with a steely backdrop ...,88,45,Central Coast,United States
Chardonnay,Mercer Canyons 2014 Chardonnay (Columbia Valley (WA)),"Pleasing aromas of butter, spice and apple lead to elegant, creamy-feeling flavors. ...",88,13,Columbia Valley,United States
Chardonnay,Noviello 2014 French Creek Vineyard Chardonnay (Yakima Valley),"Aromas of banana, melon and lemon curd are bright and effusive. The ...",87,28,Columbia Valley,United States
Chardonnay,Tousey 2013 Chardonnay (Hudson River Region),Woodsy cedar and spice tones swirl into layers of vanilla cream in ...,87,12,New York,United States
Chardonnay,Avalon 2014 Chardonnay (California),Aromas of lemon juice and green apple lead to delicious ripe fruit ...,87,11,California,United States
Chardonnay,Broken Clouds 2014 Chardonnay (Sonoma Coast),"This has value written all over it, offering fleshy, ripe tropical aromas ...",87,12,Sonoma,United States
Chardonnay,Browne Family Vineyards 2014 Chardonnay (Columbia Valley (WA)),"Vanilla, coconut and toast aromas are vibrant and out-front, followed by tropical ...",87,30,Columbia Valley,United States
Chardonnay,Danza del Sol 2012 Reserve Chardonnay (California),"A bit oxidative in its aromatics, this wine shows crushed Marcona almonds, ...",87,30,California,United States
Chardonnay,Michael Pozzan 2013 Annabella Special Selection Chardonnay (Napa Valley),"Lemon and Key lime star on the nose in this wine, alongside ...",87,16,Napa,United States
Chardonnay,Midnight 2014 Estate Chardonnay (Paso Robles Willow Creek District),"Reserved aromas of lemon zest, shaved butter and wet stone greet the ...",87,29,Central Coast,United States
Chardonnay,Hogue 2014 Chardonnay (Columbia Valley (WA)),"Peach, tropical fruit and mineral aromas lead to broad, ripe fruit flavors, ...",87,10,Columbia Valley,United States
Chardonnay,Wilridge 2014 Crawford Vineyard Chardonnay (Yakima Valley),The aromas of tennis ball and chalk are light and brooding while ...,87,18,Columbia Valley,United States
Chardonnay,Columbia Crest 2014 H3 Chardonnay (Horse Heaven Hills),"Vanilla, toast and stone-fruit aromas are followed by light, elegantly styled flavors ...",87,15,Columbia Valley,United States
Chardonnay,Craggy Range 2013 Single Vineyard Kidnappers Vineyard Chardonnay (Hawke's Bay),Craggy Range has put their marketing energy in the U.S. behind this ...,87,22,New Zealand,New Zealand
Chardonnay,Billsboro 2014 Atwater Vineyards Chardonnay (Finger Lakes),Crisp canteloupe rind and apple notes penetrate deeply on the palate of ...,87,16,Finger Lakes,United States
Chardonnay,Cono Sur 2014 20 Barrels Chardonnay (Casablanca Valley),Heavy oak aromas lay on top of tropical fruit and apple scents ...,87,32,Chile,Chile
Chardonnay,Ironstone 2013 Reserve Estate Grown Chardonnay (Sierra Foothills),"This is not a showy wine, but the sense of reserve, good ...",87,20,Sierra Foothills,United States
Chardonnay,Montes 2014 Alpha Chardonnay (Casablanca Valley),"Nutty, honeyed apple and melon aromas come with plenty of raw wood ...",87,23,Chile,Chile
Chardonnay,Castoro Cellars 2014 Chardonnay (Paso Robles),"Quite grassy in aromas for a Chardonnay, this wine shows lemongrass, fennel, ...",87,16,Central Coast,United States
Chardonnay,Charles & Charles 2014 Chardonnay (Columbia Valley (WA)),"The pear and almond-butter aromas are quite light. The palate reveals more, ...",87,14,Columbia Valley,United States
Chardonnay,Maryhill 2014 Chardonnay (Columbia Valley (WA)),Aromas of toast and corn on the cob are followed by stone-fruit ...,86,15,Columbia Valley,United States
Chardonnay,Byington 2013 Wrights Station Vineyard Chardonnay (Santa Cruz Mountains),"Quite reserved in aromas at first, this starts to show bruised lemon ...",86,30,Central Coast,United States
Chardonnay,Husch 2014 Estate Bottled Chardonnay (Mendocino),"With aromas and flavors like a pear tart, this wine has plenty ...",86,15,Mendocino/Lake Counties,United States
Chardonnay,Leto 2013 The Hidden One Old Vine Estate Grown Chardonnay (St. Helena),"From vines planted in the 1960s, and given time in 100% French ...",86,35,Napa,United States
